Room Name,Item Number,Product Name,Spec. Group Name,Part Name,Quantity,Width,Length,Material Name,EB Width 1,EB Length 1,EB Width 2,EB Length 2,Comments,Row_ID,Metric Default Saw,Mitre Only,Weeke,Weeke Single Part
J01 - Kitchen,1.57,Base Open End Cabinet,FN2 Black - STD,Skin,2,500,790,9mm Bending MDF Cross Cut,,,,,,669,,,X,
J01 - Kitchen,1.58,Base Open End Cabinet,FN2 Black - STD,skin,2,500,790,9mm Bending MDF Cross Cut,,,,,,432,,,X,
J01 - Kitchen,1.33,Adjustable Kick,FN2 Black - STD,Toe Kick Front,1,100,1511.6,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,492,,,X,
J01 - Kitchen,1.53,Adjustable Kick,FN2 Black - STD,Toe Kick Front,1,100,1988,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,661,,,X,
J01 - Kitchen,1.54,Adjustable Kick,FN2 Black - STD,Toe Kick Front,1,100,1968,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,663,,,X,
J01 - Kitchen,1.55,Adjustable Kick,FN2 Black - STD,Toe Kick Front,1,100,2165,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,665,,,X,
J01 - Kitchen,1.40,Base 1 Door,FN2 Black - STD,Drop Down Door,1,628.3,758,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,550,,,X,
J01 - Kitchen,1.40,Base 1 Door,FN2 Black - STD,Left Finished End Panel,1,600,788,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,549,,,X,
J01 - Kitchen,1.40,Base 1 Door,FN2 Black - STD,Shadow Rail,1,60,614.4,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,552,,,X,
J01 - Kitchen,1.50,Base 1 Drawer,FN2 Black - STD,Bottom Drawer Front,1,981,384,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,628,,,X,
J01 - Kitchen,1.50,Base 1 Drawer,FN2 Black - STD,Shadow Rail,1,60,984,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,632,,,X,
J01 - Kitchen,1.48,Base 1 Drawer,FN2 Black - STD,Bottom Drawer Front,1,981,384,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,616,,,X,
J01 - Kitchen,1.48,Base 1 Drawer,FN2 Black - STD,Shadow Rail,1,60,984,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,620,,,X,
J01 - Kitchen,1.47,Base 1 Drawer,FN2 Black - STD,Bottom Drawer Front,1,981,384,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,604,,,X,
J01 - Kitchen,1.47,Base 1 Drawer,FN2 Black - STD,Shadow Rail,1,60,984,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,608,,,X,
J01 - Kitchen,1.51,Base 1 Drawer,FN2 Black - STD,Bottom Drawer Front,1,981,384,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,640,,,X,
J01 - Kitchen,1.51,Base 1 Drawer,FN2 Black - STD,Shadow Rail,1,60,984,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,644,,,X,
J01 - Kitchen,1.41,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Bottom Drawer Front,1,1079.5,302,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,558,,,X,
J01 - Kitchen,1.41,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Shadow Rail,1,60,1082.5,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,565,,,X,
J01 - Kitchen,1.42,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Bottom Drawer Front,1,1079.5,302,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,573,,,X,
J01 - Kitchen,1.42,Base 1 Drawer Heavy Duty 700mm,FN2 Black - STD,Shadow Rail,1,60,1082.5,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,580,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Bottom Drawer Front,1,525.5,364,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,535,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Right Finished End Panel,1,600,788,G PT Black Woodmatt 18mm MDF - 36x18,,Black Woodmatt 21x 1mm,,,,532,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Shadow Rail,1,60,530,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,534,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Shadow Rail,1,60,530,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,542,,,X,
J01 - Kitchen,1.39,Base 2 Drawer,FN2 Black - STD,Top Drawer Front,1,525.5,364,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,536,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Bottom Drawer Front,1,527,364,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,516,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Shadow Rail,1,60,530,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,515,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Shadow Rail,1,60,530,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,523,,,X,
J01 - Kitchen,1.38,Base 2 Drawer,FN2 Black - STD,Top Drawer Front,1,527,364,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,517,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Bottom Drawer Front,1,597,364,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,498,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Shadow Rail,1,60,600,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,505,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Shadow Rail,1,60,600,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,497,,,X,
J01 - Kitchen,1.37,Base 2 Drawer,FN2 Black - STD,Top Drawer Front,1,597,364,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,499,,,X,
J01 - Kitchen,1.01,Base 2 Drawer,FN2 Black - STD,Bottom Drawer Front,1,1030.5,495.333333333333,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,678,,,X,
J01 - Kitchen,1.01,Base 2 Drawer,FN2 Black - STD,Filler Return,1,70,788,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,675,,,X,
J01 - Kitchen,1.01,Base 2 Drawer,FN2 Black - STD,Shadow Rail,1,60,1035,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,683,,,X,
J01 - Kitchen,1.01,Base 2 Drawer,FN2 Black - STD,Shadow Rail,1,60,1035,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,677,,,X,
J01 - Kitchen,1.01,Base 2 Drawer,FN2 Black - STD,Top Drawer Front,1,1030.5,232.666666666667,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,679,,,X,
J01 - Kitchen,1.02,Base 3 Drawer,FN2 Black - STD,Bottom Drawer Front,1,448.6,232.666666666667,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,444,,,X,
J01 - Kitchen,1.02,Base 3 Drawer,FN2 Black - STD,Second Drawer Front,1,448.6,232.666666666667,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,445,,,X,
J01 - Kitchen,1.02,Base 3 Drawer,FN2 Black - STD,Shadow Rail,1,60,451.6,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,454,,,X,
J01 - Kitchen,1.02,Base 3 Drawer,FN2 Black - STD,Shadow Rail,1,60,451.6,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,441,,,X,
J01 - Kitchen,1.02,Base 3 Drawer,FN2 Black - STD,Shadow Rail,1,60,451.6,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,443,,,X,
J01 - Kitchen,1.02,Base 3 Drawer,FN2 Black - STD,Top Drawer Front,1,448.6,232.666666666667,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,446,,,X,
J01 - Kitchen,1.59,Base Applied Back Panel,FN2 Black - STD,Applied Back,1,1568.8,888,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,418,,,X,
J01 - Kitchen,1.52,Base Open,FN2 Black - STD,Base Adj Shelf,1,373.6,462.9,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,652,,,X,
J01 - Kitchen,1.52,Base Open,FN2 Black - STD,Base Bottom Open,1,415.6,957.2,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,658,,,X,
J01 - Kitchen,1.52,Base Open,FN2 Black - STD,Base Front Rail Open,1,100,957.2,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,657,,,X,
J01 - Kitchen,1.52,Base Open,FN2 Black - STD,Base Left Side Open,1,415.6,494,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,660,,,X,
J01 - Kitchen,1.52,Base Open,FN2 Black - STD,Base Rear Rail Open,1,100,957.2,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,656,,,X,
J01 - Kitchen,1.52,Base Open,FN2 Black - STD,Base Right Side Open,1,415.6,494,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,659,,,X,
J01 - Kitchen,1.52,Base Open,FN2 Black - STD,Base Thick Back Open,1,984,494,G PT Black Woodmatt 18mm MDF - 36x18,,,,,Vertical Back,655,,,X,
J01 - Kitchen,1.52,Base Open,FN2 Black - STD,Division,1,375.6,480.6,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,653,,,X,
J01 - Kitchen,1.57,Base Open End Cabinet,FN2 Black - STD,Base Bottom Open,1,346.6,346.6,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,671,,,X,
J01 - Kitchen,1.57,Base Open End Cabinet,FN2 Black - STD,Base Fixed Shelf,1,346.6,346.6,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,668,,,X,
J01 - Kitchen,1.57,Base Open End Cabinet,FN2 Black - STD,Base Left Side Open,1,341.6,788,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,672,,,X,
J01 - Kitchen,1.57,Base Open End Cabinet,FN2 Black - STD,Base Right Side Open,1,360,788,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,673,,,X,
J01 - Kitchen,1.57,Base Open End Cabinet,FN2 Black - STD,Base Top Open,1,346.6,346.6,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,670,,,X,
J01 - Kitchen,1.57,Base Open End Cabinet,FN2 Black - STD,Right Finished End Panel,1,380.4,888,G PT Black Woodmatt 18mm MDF - 36x18,,Black Woodmatt 21x 1mm,,,,667,,,X,
J01 - Kitchen,1.58,Base Open End Cabinet,FN2 Black - STD,Base Bottom Open,1,346.6,346.6,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,434,,,X,
J01 - Kitchen,1.58,Base Open End Cabinet,FN2 Black - STD,Base Fixed Shelf,1,346.6,346.6,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,431,,,X,
J01 - Kitchen,1.58,Base Open End Cabinet,FN2 Black - STD,Base Left Side Open,1,360,788,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,436,,,X,
J01 - Kitchen,1.58,Base Open End Cabinet,FN2 Black - STD,Base Right Side Open,1,341.6,788,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,435,,,X,
J01 - Kitchen,1.58,Base Open End Cabinet,FN2 Black - STD,Base Top Open,1,346.6,346.6,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,433,,,X,
J01 - Kitchen,1.58,Base Open End Cabinet,FN2 Black - STD,Left Finished End Panel,1,380.4,888,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,430,,,X,
J01 - Kitchen,1.43,Countertop Straight,FN2 Black - STD,Benchtop,1,1050,2200,G PT Black Woodmatt 18mm MDF - 36x18,,,Black Woodmatt 21x 1mm,,,438,,,X,
J01 - Kitchen,1.45,Tall Open,FN2 Black - STD,Tall Bottom Open,1,415.2,323.2,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,593,,,X,
J01 - Kitchen,1.45,Tall Open,FN2 Black - STD,Tall Fixed Shelf,1,415.2,323.2,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,588,,,X,
J01 - Kitchen,1.45,Tall Open,FN2 Black - STD,Tall Fixed Shelf,1,415.2,323.2,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,589,,,X,
J01 - Kitchen,1.45,Tall Open,FN2 Black - STD,Tall Left FE Open,1,450,2186,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,595,,,X,
J01 - Kitchen,1.45,Tall Open,FN2 Black - STD,Tall Right FE Open,1,1050,2268,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,594,,,X,
J01 - Kitchen,1.45,Tall Open,FN2 Black - STD,Tall Thick Back Open,1,323.2,2186,G PT Black Woodmatt 18mm MDF - 36x18,,,,,Vertical Back,591,,,X,
J01 - Kitchen,1.45,Tall Open,FN2 Black - STD,Tall Top Open,1,415.2,323.2,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,592,,,X,
J01 - Kitchen,1.46,Tall Open,FN2 Black - STD,Tall Bottom Open,1,415.2,323.2,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,601,,,X,
J01 - Kitchen,1.46,Tall Open,FN2 Black - STD,Tall Fixed Shelf,1,415.2,323.2,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,597,,,X,
J01 - Kitchen,1.46,Tall Open,FN2 Black - STD,Tall Fixed Shelf,1,415.2,323.2,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,596,,,X,
J01 - Kitchen,1.46,Tall Open,FN2 Black - STD,Tall Left FE Open,1,450,2186,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,603,,,X,
J01 - Kitchen,1.46,Tall Open,FN2 Black - STD,Tall Right FE Open,1,450,2186,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,602,,,X,
J01 - Kitchen,1.46,Tall Open,FN2 Black - STD,Tall Thick Back Open,1,323.2,2186,G PT Black Woodmatt 18mm MDF - 36x18,,,,,Vertical Back,599,,,X,
J01 - Kitchen,1.46,Tall Open,FN2 Black - STD,Tall Top Open,1,415.2,323.2,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,600,,,X,
J01 - Kitchen,1.11,Under Panel,FN2 Black - STD,Upper Under Panel,1,350,2874,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,491,,,X,
J01 - Kitchen,1.07,Under Panel,FN2 Black - STD,Upper Under Panel,1,281.6,1386.6,G PT Black Woodmatt 18mm MDF - 36x18,,,,Black Woodmatt 21x 1mm,,490,,,X,
J01 - Kitchen,1.04,Upper 1 Door,FN2 Black - STD,Carcass Filler,1,70,1081.6,G PT Black Woodmatt 18mm MDF - 36x18,,,,,"Cut Width 25mm ,0mm Over Width",462,,,X,
J01 - Kitchen,1.04,Upper 1 Door,FN2 Black - STD,Upper Left Door,1,486,1110,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,465,,,X,
J01 - Kitchen,1.05,Upper 1 Door,FN2 Black - STD,Upper Left Door,1,507.1,1110,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,474,,,X,
J01 - Kitchen,1.06,Upper 1 Door,FN2 Black - STD,Upper Left Door,1,484.5,1110,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,483,,,X,
J03 - Lounge Drawers,1.70,Base 1 Drawer Heavy Duty 1000mm,FN2 Black - STD,Bottom Drawer Front,1,1559.5,302,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,404,,,X,
J03 - Lounge Drawers,1.70,Base 1 Drawer Heavy Duty 1000mm,FN2 Black - STD,Shadow Rail,1,60,1562.5,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,408,,,X,
J03 - Lounge Drawers,1.73,Base 1 Drawer Heavy Duty 1000mm,FN2 Black - STD,Bottom Drawer Front,1,1559.5,302,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,391,,,X,
J03 - Lounge Drawers,1.73,Base 1 Drawer Heavy Duty 1000mm,FN2 Black - STD,Shadow Rail,1,60,1562.5,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,395,,,X,
J03 - Lounge Drawers,1.72,Countertop Straight,FN2 Black - STD,Benchtop,1,1420,3165,G PT Black Woodmatt 18mm MDF - 36x18,,,Black Woodmatt 21x 1mm,,,417,,,X,
Meditation,1.64,Base 2 Door,FN2 Black - STD,Base Left Door,1,537,375,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,420,,,X,
Meditation,1.64,Base 2 Door,FN2 Black - STD,Base Right Door,1,537,375,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,419,,,X,
Meditation,1.64,Base 2 Door,FN2 Black - STD,Shadow Rail,1,60,1080,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,422,,,X,
Meditation,1.63,Base 2 Door,FN2 Black - STD,Base Left Door,1,537,375,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,381,,,X,
Meditation,1.63,Base 2 Door,FN2 Black - STD,Base Right Door,1,537,375,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,380,,,X,
Meditation,1.63,Base 2 Door,FN2 Black - STD,Shadow Rail,1,60,1080,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,383,,,X,
Meditation,1.62,Base 2 Door,FN2 Black - STD,Base Left Door,1,537,375,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,369,,,X,
Meditation,1.62,Base 2 Door,FN2 Black - STD,Base Right Door,1,537,375,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,368,,,X,
Meditation,1.62,Base 2 Door,FN2 Black - STD,Shadow Rail,1,60,1080,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,371,,,X,
Meditation,1.61,Base 2 Door,FN2 Black - STD,Base Left Door,1,537,375,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,358,,,X,
Meditation,1.61,Base 2 Door,FN2 Black - STD,Base Right Door,1,537,375,G PT Black Woodmatt 18mm MDF - 36x18,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,Black Woodmatt 21x 1mm,,357,,,X,
Meditation,1.61,Base 2 Door,FN2 Black - STD,Shadow Rail,1,60,1080,G PT Black Woodmatt 18mm MDF - 36x18,,,,,,360,,,X,
J01 - Kitchen,1.35,Adjustable Kick,FN1 Prime Oak - STD,Toe Kick Front,1,100,3222.4,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,40,,,X,
J01 - Kitchen,1.36,Adjustable Kick,FN1 Prime Oak - STD,Toe Kick Front,1,100,1218.4,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,42,,,X,
J01 - Kitchen,1.34,Adjustable Kick,FN1 Prime Oak - STD,Toe Kick Front,1,100,618.4,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,38,,,X,
J01 - Kitchen,1.09,Base 1 Drawer Waste Bin,FN1 Prime Oak - STD,Bottom Drawer Front,1,445.5,785,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,230,,,X,
J01 - Kitchen,1.09,Base 1 Drawer Waste Bin,FN1 Prime Oak - STD,Left Finished End Panel,1,600,2700,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,229,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Bottom Drawer Front,1,483.2,364,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,312,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,486.2,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,319,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,486.2,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,311,,,X,
J01 - Kitchen,1.20,Base 2 Drawer,FN1 Prime Oak - STD,Top Drawer Front,1,483.2,364,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,313,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Bottom Drawer Front,1,483.2,364,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,330,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,486.2,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,329,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,486.2,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,337,,,X,
J01 - Kitchen,1.21,Base 2 Drawer,FN1 Prime Oak - STD,Top Drawer Front,1,483.2,364,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,331,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Bottom Drawer Front,1,897,364,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,294,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,900,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,301,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,900,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,293,,,X,
J01 - Kitchen,1.19,Base 2 Drawer,FN1 Prime Oak - STD,Top Drawer Front,1,897,364,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,295,,,X,
J01 - Kitchen,1.15,Base 2 Drawer,FN1 Prime Oak - STD,Bottom Drawer Front,1,897,364,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,249,,,X,
J01 - Kitchen,1.15,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,900,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,248,,,X,
