Room Name,Item Number,Product Name,Spec. Group Name,Part Name,Quantity,Width,Length,Material Name,EB Width 1,EB Length 1,EB Width 2,EB Length 2,Comments,Row_ID,Metric Default Saw,Mitre Only,Weeke,Weeke Single Part
Meditation,1.64,Base 2 Door,FN2 Black - STD,Base Bottom,1,546.8,1057.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,427,,,X,
Meditation,1.64,Base 2 Door,FN2 Black - STD,Base Front Rail,1,100,1057.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,426,,,X,
Meditation,1.64,Base 2 Door,FN2 Black - STD,Base Left Side,1,546.8,405,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,429,,,X,
Meditation,1.64,Base 2 Door,FN2 Black - STD,Base Rear Rail,1,100,1057.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,425,,,X,
Meditation,1.64,Base 2 Door,FN2 Black - STD,Base Right Side,1,546.8,405,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,428,,,X,
Meditation,1.64,Base 2 Door,FN2 Black - STD,Base Thick Back,1,1080,405,LX White Melamine 16mm,,,,,Vertical Back,424,,,X,
Meditation,1.64,Base 2 Door,FN2 Black - STD,Base Top Nailer,1,100,1080,LX White Melamine 16mm,,,,,,423,,,X,
Meditation,1.64,Base 2 Door,FN2 Black - STD,Shadow Rail Batten,1,60,1080,LX White Melamine 16mm,,,,,,421,,,X,
Meditation,1.63,Base 2 Door,FN2 Black - STD,Base Bottom,1,546.8,1057.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,388,,,X,
Meditation,1.63,Base 2 Door,FN2 Black - STD,Base Front Rail,1,100,1057.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,387,,,X,
Meditation,1.63,Base 2 Door,FN2 Black - STD,Base Left Side,1,546.8,405,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,390,,,X,
Meditation,1.63,Base 2 Door,FN2 Black - STD,Base Rear Rail,1,100,1057.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,386,,,X,
Meditation,1.63,Base 2 Door,FN2 Black - STD,Base Right Side,1,546.8,405,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,389,,,X,
Meditation,1.63,Base 2 Door,FN2 Black - STD,Base Thick Back,1,1080,405,LX White Melamine 16mm,,,,,Vertical Back,385,,,X,
Meditation,1.63,Base 2 Door,FN2 Black - STD,Base Top Nailer,1,100,1080,LX White Melamine 16mm,,,,,,384,,,X,
Meditation,1.63,Base 2 Door,FN2 Black - STD,Shadow Rail Batten,1,60,1080,LX White Melamine 16mm,,,,,,382,,,X,
Meditation,1.62,Base 2 Door,FN2 Black - STD,Base Bottom,1,546.8,1057.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,376,,,X,
Meditation,1.62,Base 2 Door,FN2 Black - STD,Base Front Rail,1,100,1057.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,375,,,X,
Meditation,1.62,Base 2 Door,FN2 Black - STD,Base Left Side,1,546.8,405,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,378,,,X,
Meditation,1.62,Base 2 Door,FN2 Black - STD,Base Rear Rail,1,100,1057.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,374,,,X,
Meditation,1.62,Base 2 Door,FN2 Black - STD,Base Right Side,1,546.8,405,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,377,,,X,
Meditation,1.62,Base 2 Door,FN2 Black - STD,Base Thick Back,1,1080,405,LX White Melamine 16mm,,,,,Vertical Back,373,,,X,
Meditation,1.62,Base 2 Door,FN2 Black - STD,Base Top Nailer,1,100,1080,LX White Melamine 16mm,,,,,,372,,,X,
Meditation,1.62,Base 2 Door,FN2 Black - STD,Shadow Rail Batten,1,60,1080,LX White Melamine 16mm,,,,,,370,,,X,
Meditation,1.61,Base 2 Door,FN2 Black - STD,Base Bottom,1,546.8,1057.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,365,,,X,
Meditation,1.61,Base 2 Door,FN2 Black - STD,Base Front Rail,1,100,1057.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,364,,,X,
Meditation,1.61,Base 2 Door,FN2 Black - STD,Base Left Side,1,546.8,405,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,367,,,X,
Meditation,1.61,Base 2 Door,FN2 Black - STD,Base Rear Rail,1,100,1057.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,363,,,X,
Meditation,1.61,Base 2 Door,FN2 Black - STD,Base Right Side,1,546.8,405,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,366,,,X,
Meditation,1.61,Base 2 Door,FN2 Black - STD,Base Thick Back,1,1080,405,LX White Melamine 16mm,,,,,Vertical Back,362,,,X,
Meditation,1.61,Base 2 Door,FN2 Black - STD,Base Top Nailer,1,100,1080,LX White Melamine 16mm,,,,,,361,,,X,
Meditation,1.61,Base 2 Door,FN2 Black - STD,Shadow Rail Batten,1,60,1080,LX White Melamine 16mm,,,,,,359,,,X,
Meditation,1.66,Tall Open,FN1 Prime Oak - STD,Tall Top Nailer,1,100,1080,LX White Melamine 16mm,,,,,,115,,,X,
Meditation,1.67,Tall Open,FN1 Prime Oak - STD,Tall Top Nailer,1,100,1080,LX White Melamine 16mm,,,,,,105,,,X,
Meditation,1.68,Tall Open,FN1 Prime Oak - STD,Tall Top Nailer,1,100,1080,LX White Melamine 16mm,,,,,,95,,,X,
Meditation,1.69,Tall Open,FN1 Prime Oak - STD,Tall Top Nailer,1,100,1080,LX White Melamine 16mm,,,,,,85,,,X,
